id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,expected_loss
1,2,1|bld,5.800000000000001,0.362190934,suv,2,f,b,1,hybrid,161,73.0,black,m,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184,5585.9989692618865
147,2,1|bld,5.66,0.4063015595,suv,2,m,c,4,hybrid,130,85.0,silver,m,1,weekday,6am - 12pm,6,643.9885864693699,0.0,1,1,2567.271972,6318.636766148075
148,1,1|bld,3.37,0.554790294,stnwg,1,m,a,3,petrol,110,111.0,green,m,1,weekday,6pm - 12am,12,643.920063407553,0.0,1,1,2117.381644,3816.5441373060503
149,4,2|val,6.6000000000000005,0.4727671165,sedan,3,m,c,2,electric,89,92.0,blue,s,0,weekday,6am - 12pm,6,642.8934421256076,1.0,1,1,3051.3912900000005,6454.3221884595705
150,3,1|bld,5.86,0.888564167,suv,3,f,c,2,hybrid,131,76.0,gray,s,1,weekday,12pm - 6pm,12,636.825722153254,1.0,1,1,4211.506568,4739.676350239318
151,2,1|bld,3.46,0.640757488,stnwg,2,m,c,5,hybrid,115,67.0,gray,m,1,weekday,12pm - 6pm,12,641.2541458149899,0.0,1,1,3866.380945,6034.078442170308
152,2,1|bld,5.460000000000001,0.836712874,stnwg,4,f,f,4,petrol,133,74.0,white,s,1,weekday,12pm - 6pm,12,643.02108481477,0.0,1,1,3980.005943,4756.716511332178
153,3,1|bld,6.6000000000000005,0.520054328,suv,3,f,a,2,dissel,152,76.0,white,s,1,weekday,12pm - 6pm,12,656.5978337533962,0.0,1,1,2426.689522,4666.223106598202
154,2,1|bld,6.800000000000001,0.617796689,sedan,3,m,d,3,hybrid,105,114.0,gray,m,1,weekday,6am - 12pm,12,639.9683602981929,0.0,1,1,2047.848309,3314.7609002482045
155,3,1|bld,5.69,0.867416191,sedan,2,m,c,6,petrol,98,92.0,gray,s,1,weekend,12pm - 6pm,12,642.9148947372676,1.0,1,1,3984.665547,4593.718203952686
156,1,1|bld,6.04,0.3663717865,sedan,1,f,b,2,petrol,152,55.0,blue,s,1,weekday,6am - 12pm,6,646.0286134482122,0.0,1,1,2338.638679,6383.239007952377
157,4,2|val,5.94,0.4272256065,stnwg,4,f,c,2,dissel,168,55.0,white,m,1,weekday,6am - 12pm,6,645.93342360478,1.0,1,1,2006.655337,4696.945376096037
158,2,1|bld,5.57,0.4334999545,suv,2,m,b,1,petrol,152,55.0,yellow,s,1,weekday,6am - 12pm,6,647.118276171844,1.0,1,1,2142.498898,4942.327849771435
159,3,1|bld,5.94,0.57819963,sedan,2,m,b,2,petrol,132,55.0,white,m,0,weekday,12pm - 6pm,12,661.3045827387232,0.0,1,1,3343.591482,5782.763095161441
160,1,1|bld,3.9,0.591310952,stnwg,2,f,c,4,dissel,134,71.0,silver,m,1,weekday,12pm - 6pm,12,646.051382963604,0.0,1,1,3632.626779,6143.344321144927
161,3,1|bld,5.75,0.625623554,sedan,2,m,c,3,petrol,84,79.0,black,m,1,weekday,12pm - 6pm,12,640.3828471749673,0.0,1,1,4020.331339,6426.118890977688
162,3,1|bld,5.95,0.50303973,suv,2,f,a,1,petrol,163,67.0,white,m,0,weekday,6pm - 12am,12,643.9207725750407,0.0,1,1,2326.785341,4625.450441061583
163,4,2|val,7.12,0.564471572,sedan,4,f,a,4,hybrid,128,81.0,silver,m,0,weekend,6pm - 12am,12,651.3405094392358,0.0,1,1,2390.113674,4234.249858733365
164,2,1|bld,7.12,0.4642620205,sedan,4,m,b,4,petrol,73,83.0,blue,s,1,weekday,12pm - 6pm,6,638.8279561710661,1.0,1,1,2022.093527,4355.500639105154
165,3,1|bld,3.29,0.608454178,stnwg,2,f,c,5,petrol,108,55.0,blue,m,1,weekday,12am - 6 am,12,666.578033026213,0.0,1,1,3753.703485,6169.245969085941
166,3,1|bld,5.98,0.544537709,suv,3,f,b,3,electric,101,71.0,red,m,1,weekday,6am - 12pm,12,642.0591760174467,0.0,1,1,3662.881233,6726.588760448912
167,1,1|bld,6.33,0.656380652,sedan,2,m,b,3,hybrid,77,82.0,white,m,1,weekday,12pm - 6pm,12,657.4212470893352,0.0,1,1,3981.158567,6065.319803180305
168,4,2|val,3.96,0.596666309,stnwg,3,f,e,3,electric,157,82.0,white,m,1,weekday,6am - 12pm,12,648.8147164304422,0.0,1,1,3738.523788,6265.686082168249
169,3,1|bld,5.890000000000001,0.624125599,suv,2,f,b,6,petrol,148,114.0,gray,s,1,weekday,6pm - 12am,12,645.5617593531822,0.0,1,1,2415.664756,3870.4785701315227
170,2,1|bld,6.98,0.360923827,suv,4,m,c,5,petrol,187,99.0,green,m,0,weekday,12pm - 6pm,12,651.6132982334123,0.0,1,1,2330.062952,6455.830227024608
171,1,1|bld,6.23,0.833466843,sedan,2,m,b,4,petrol,104,64.0,blue,s,1,weekday,12pm - 6pm,12,639.3357305942743,0.0,1,1,5324.727898,6388.649941770989
172,1,1|bld,5.8500000000000005,0.3369570525,suv,2,m,a,4,petrol,118,85.0,white,s,0,weekday,12pm - 6pm,6,637.7368028806222,0.0,1,1,2293.216499,6805.664051207238
173,4,2|val,4.95,0.99933142633,stnwg,1,m,a,2,petrol,104,97.0,silver,s,1,weekday,6pm - 12am,12,660.1383358362319,1.0,1,1,3432.747087,3435.0436667508898
174,1,1|bld,6.42,0.726090164,stnwg,3,f,a,5,dissel,182,105.0,red,s,0,weekend,12pm - 6pm,12,638.459946810027,0.0,1,1,4180.216041,5757.158336881147
175,2,1|bld,3.6,0.816654829,stnwg,2,m,e,4,petrol,197,94.0,green,s,1,weekday,12pm - 6pm,12,655.011746511797,0.0,1,1,4558.993795,5582.52230086305
176,1,1|bld,7.2,0.526255105,suv,4,f,d,5,petrol,113,111.0,black,s,0,weekday,6am - 12pm,12,633.9840188883015,0.0,1,1,2075.710474,3944.3046809018606
177,4,2|val,5.95,0.9453157,stnwg,4,f,a,3,petrol,127,92.0,red,m,0,weekday,12pm - 6pm,12,650.3101681112722,1.0,1,1,3546.875031,3752.053447329818
178,3,1|bld,6.21,0.373116284,sedan,2,f,b,5,petrol,106,87.0,green,s,0,weekday,12pm - 6pm,6,646.8189619012255,0.0,1,1,2354.44564,6310.219470346139
179,3,1|bld,6.24,0.819640124,suv,4,m,e,4,dissel,127,61.0,blue,m,0,weekday,6am - 12pm,12,648.3414239472291,0.0,1,1,5824.75072,7106.47337708909
180,4,2|val,6.16,0.572186357,sedan,1,m,b,4,dissel,131,107.0,red,m,1,weekday,12am - 6 am,12,651.5190111637708,0.0,1,1,2423.037376,4234.6996679615
181,1,1|bld,1.8900000000000008,0.999315861,stnwg,1,f,d,4,petrol,111,55.0,green,s,1,weekday,12pm - 6pm,12,664.2193906302368,1.0,1,1,3541.045554,3543.4697798717316
182,3,1|bld,6.140000000000001,0.525980634,sedan,1,m,a,4,petrol,108,66.0,gray,m,1,weekday,6pm - 12am,12,653.7411405834983,0.0,1,1,3307.23098,6287.742867734556
183,3,1|bld,6.0,0.999323289,stnwg,4,f,d,5,petrol,190,116.0,gray,m,0,weekday,12am - 6 am,12,640.7950889992375,1.0,1,1,3619.990635,3622.4419813356317
184,4,2|val,6.07,0.353043296,sedan,1,m,a,4,petrol,85,80.0,green,s,1,weekday,6am - 12pm,6,644.9405866905623,0.0,1,1,2360.614981,6686.474457229178
185,2,1|bld,5.73,0.34314656,sedan,1,m,b,2,petrol,154,68.0,black,s,0,weekend,6am - 12pm,6,635.2188154257842,0.0,1,1,2409.369657,7021.401167477828
186,2,1|bld,6.03,0.884778588,sedan,1,m,c,2,petrol,76,106.0,black,m,1,weekend,6am - 12pm,12,642.3269526986741,1.0,1,1,3565.613618,4029.9501664703484
187,1,1|bld,6.09,0.506591241,sedan,1,m,b,1,petrol,158,89.0,gray,s,1,weekday,6am - 12pm,12,653.4439448797018,0.0,1,1,2000.720388,3949.378169371073
188,4,2|val,6.180000000000001,0.680283537,sedan,1,f,a,5,petrol,114,83.0,red,m,1,weekend,6am - 12pm,12,660.544008218225,0.0,1,1,4182.1733810000005,6147.691592601337
189,1,1|bld,6.7700000000000005,0.609440437,sedan,4,m,c,2,electric,94,63.0,gray,s,1,weekday,12pm - 6pm,12,649.3402622278085,0.0,1,1,2386.373004,3915.678808165465
190,1,1|bld,4.83,0.947522897,stnwg,3,m,a,2,petrol,125,71.0,black,s,0,weekday,12pm - 6pm,12,646.0355751565266,1.0,1,1,3864.923261,4078.9761104844306
191,1,1|bld,3.42,0.934101409,stnwg,2,f,f,2,dissel,119,56.0,gray,s,0,weekend,6am - 12pm,12,638.1981394740361,1.0,1,1,6241.676048,6682.011169089244
192,1,1|bld,5.66,0.720486333,stnwg,4,m,e,4,petrol,133,89.0,gray,s,1,weekday,6am - 12pm,12,669.8961689519829,0.0,1,1,4664.38162,6473.934905299585
193,3,1|bld,5.79,0.860147721,suv,2,m,e,2,petrol,184,84.0,white,s,1,weekday,6am - 12pm,12,636.7353582187211,0.0,1,1,3984.557373,4632.410544978936
194,4,2|val,4.290000000000001,0.709555421,stnwg,1,m,a,3,petrol,140,122.0,gray,m,1,weekday,6pm - 12am,12,647.4710725698337,0.0,1,1,2422.471707,3414.069761578215
195,3,1|bld,5.890000000000001,0.628677319,suv,3,f,b,3,petrol,118,92.0,black,m,0,weekday,12pm - 6pm,12,660.7329581038721,0.0,1,1,2078.9182840000003,3306.8129248034797
196,4,2|val,6.58,0.367388766,sedan,4,m,c,5,dissel,89,113.0,blue,m,1,weekday,6pm - 12am,12,648.5050250548807,0.0,1,1,2128.400828,5793.32038693856
197,2,1|bld,4.25,0.937674748,stnwg,2,f,a,4,dissel,176,81.0,silver,s,1,weekday,12pm - 6pm,12,645.7651840746253,1.0,1,1,3691.928827,3937.3235067646297
198,4,2|val,6.16,0.750973283,sedan,3,m,c,5,petrol,108,118.0,white,s,0,weekday,12pm - 6pm,12,644.8145953017806,0.0,1,1,2400.06754,3195.942644473545
199,1,1|bld,5.44,0.602352731,suv,2,f,c,5,petrol,126,81.0,green,m,1,weekday,12pm - 6pm,12,651.8966561743047,0.0,1,1,2327.392292,3863.8362079576927
200,3,1|bld,6.94,0.631880001,suv,4,m,c,5,dissel,179,114.0,white,s,1,weekday,6am - 12pm,12,649.9280923886886,0.0,1,1,2834.494438,4485.811283019227
201,3,1|bld,6.1000000000000005,0.92074582,suv,3,f,d,6,petrol,177,92.0,silver,m,0,weekday,12pm - 6pm,12,636.404809664726,1.0,1,1,3965.142052,4306.4458897027625
202,1,1|bld,5.66,0.781866496,suv,3,m,c,4,petrol,199,58.0,gray,m,1,weekend,12pm - 6pm,12,649.7386724640706,0.0,1,1,3824.635762,4891.6736828687435
203,4,2|val,5.5600000000000005,0.4463792055,suv,2,f,c,2,petrol,101,61.0,brown,m,0,weekday,12pm - 6pm,6,639.0073345985693,1.0,1,1,2008.187196,4498.836798973603
204,4,2|val,6.5,0.603271662,sedan,2,m,e,2,hybrid,111,78.0,black,s,1,weekday,12pm - 6pm,12,650.7055307218046,0.0,1,1,2094.500288,3471.902328473702
205,1,1|bld,3.76,0.772108858,stnwg,2,m,e,5,dissel,141,74.0,white,s,1,weekend,12pm - 6pm,12,649.9997695959385,0.0,1,1,4727.405809,6122.7193031374345
206,1,1|bld,6.680000000000001,0.4652360225,suv,3,f,b,6,petrol,170,64.0,gray,m,0,weekday,6am - 12pm,6,651.478604909648,1.0,1,1,3055.487563,6567.607440586783
207,2,1|bld,5.59,0.993980846,suv,2,m,d,2,hybrid,135,92.0,black,s,0,weekday,6am - 12pm,12,639.3385629958773,1.0,1,1,6856.8610100000005,6898.3834422901955
208,4,2|val,5.050000000000001,0.313291433,sedan,3,f,a,2,petrol,136,79.0,gray,m,0,weekday,6am - 12pm,6,640.075693838696,0.0,1,1,2055.281594,6560.286613391053
209,4,2|val,5.58,0.624969221,suv,2,f,d,5,hybrid,105,111.0,red,m,1,weekend,6am - 12pm,12,646.3718084315992,0.0,1,1,3689.516547,5903.517202169545
210,1,1|bld,6.49,0.617947296,ute,4,m,e,1,petrol,252,84.0,silver,s,1,weekday,12pm - 6pm,12,646.3353025677304,0.0,1,1,4112.706709,6655.432810567716
211,3,1|bld,5.53,0.620230054,suv,2,m,c,3,dissel,164,55.0,silver,m,1,weekday,6pm - 12am,12,655.9483704911281,0.0,1,1,2439.947137,3933.9389010001123
212,2,1|bld,4.69,0.914029357,suv,1,f,b,6,petrol,152,55.0,yellow,m,0,weekday,12pm - 6pm,12,645.0245561747505,1.0,1,1,3827.517097,4187.5209671192215
213,2,1|bld,6.7,0.547898214,suv,3,m,e,3,electric,122,98.0,white,m,0,weekend,12pm - 6pm,12,659.9505857223816,0.0,1,1,2077.01839,3790.8836658481973
214,4,2|val,5.94,0.881276761,suv,2,f,a,2,petrol,145,65.0,gray,m,1,weekday,12pm - 6pm,12,638.7158515216031,0.0,1,1,4211.803613,4779.206486984626
215,4,2|val,4.67,0.361028087,suv,1,m,e,4,petrol,127,87.0,black,m,0,weekday,6am - 12pm,12,644.5551512889601,0.0,1,1,2412.165144,6681.378072393575
216,3,1|bld,5.79,0.365779378,sedan,1,m,d,1,petrol,110,117.0,brown,m,0,weekday,6pm - 12am,12,642.1670327804039,0.0,1,1,2328.231773,6365.125846433038
217,2,1|bld,5.890000000000001,0.657869109,ute,3,f,e,2,petrol,152,72.0,white,s,1,weekday,6am - 12pm,12,645.3441512363308,0.0,1,1,4669.484671,7097.893193522787
218,4,2|val,5.1,0.4779340265,stnwg,3,f,b,2,dissel,122,87.0,black,m,1,weekday,6am - 12pm,6,645.2940939057925,1.0,1,1,2032.724632,4253.149010724391
219,2,1|bld,6.82,0.808731877,sedan,3,m,a,4,petrol,117,133.01000000000022,silver,s,1,weekday,12am - 6 am,12,646.2380371126769,0.0,1,1,4879.362747,6033.350342390423
220,2,1|bld,6.8100000000000005,0.931204665,bus,4,m,f,2,hybrid,261,88.0,white,s,1,weekday,6pm - 12am,12,643.6015238303593,1.0,1,1,3754.631893,4032.015768520662
221,1,1|bld,6.15,0.519080354,suv,3,m,e,4,petrol,157,104.0,blue,m,0,weekend,12pm - 6pm,12,639.9485675750698,0.0,1,1,4212.440316,8115.198896546951
222,2,1|bld,5.43,0.511414546,stnwg,4,f,c,3,dissel,138,78.0,black,s,0,weekday,12pm - 6pm,12,645.31893038192,0.0,1,1,2086.8783350000003,4080.6002709981585
223,4,2|val,6.91,0.494801659,suv,4,f,c,4,petrol,142,86.0,blue,s,1,weekday,12am - 6 am,12,646.406889783083,0.0,1,1,4210.247565000001,8508.960082124544
224,2,1|bld,6.16,0.851070682,suv,3,m,b,4,petrol,159,73.0,black,s,1,weekend,12pm - 6pm,12,646.7462262252417,0.0,1,1,3559.988834,4182.953201529741
225,2,1|bld,6.61,0.717931076,suv,3,f,c,5,hybrid,116,78.0,silver,s,0,weekday,12pm - 6pm,12,643.3384384870228,0.0,1,1,2759.767648,3844.056540045914
226,2,1|bld,4.5600000000000005,0.999324785,stnwg,3,f,f,2,petrol,189,95.0,gray,s,1,weekday,6pm - 12am,12,642.38191632261,1.0,1,1,4008.307067,4011.0153647395027
227,2,1|bld,6.5200000000000005,0.639648109,sedan,2,f,c,4,petrol,142,122.0,silver,m,1,weekday,6pm - 12am,12,646.8012255360835,0.0,1,1,2386.654003,3731.198403339609
228,1,1|bld,4.36,0.733018513,stnwg,3,m,c,5,dissel,199,77.0,green,m,1,weekend,6am - 12pm,12,641.2665832023357,0.0,1,1,5002.280804,6824.221646909483
229,4,2|val,5.95,0.902410588,ute,4,f,c,1,dissel,260,79.0,white,s,1,weekday,6am - 12pm,12,643.0096213508252,1.0,1,1,3660.259747999999,4056.091314389586
230,2,1|bld,2.87,0.737768039,truck,1,f,d,2,dissel,219,114.0,silver,m,1,weekend,6pm - 12am,12,639.8579122819523,0.0,1,1,5193.366521,7039.294529537081
231,4,2|val,5.720000000000001,0.750358672,sedan,2,m,c,4,petrol,145,65.0,gray,s,1,weekday,12pm - 6pm,12,645.5397160115874,0.0,1,1,5473.4899510000005,7294.4981583420695
232,1,1|bld,4.75,0.99933142633,hdtop,3,f,c,5,petrol,206,55.0,red,s,1,weekend,6pm - 12am,12,638.303621981003,1.0,1,1,3938.978401,3941.6136601104618
233,2,1|bld,6.25,0.56553769,sedan,2,m,c,3,petrol,115,55.0,blue,m,1,weekend,12pm - 6pm,12,643.3460476442181,0.0,1,1,2091.849429,3698.868291165528
234,1,1|bld,6.82,0.674313824,ute,4,f,b,4,dissel,240,68.0,gray,m,0,weekday,12pm - 6pm,12,647.9093229599007,0.0,1,1,2378.104057,3526.7022154361175
235,4,2|val,2.9700000000000006,0.898635657,truck,1,f,c,2,petrol,210,90.0,black,s,0,weekday,12pm - 6pm,12,652.0685177677851,1.0,1,1,2380.836928,2649.390672909833
236,2,1|bld,5.99,0.684627599,sedan,1,f,e,1,petrol,92,76.0,white,m,1,weekend,12pm - 6pm,12,648.4460522068341,0.0,1,1,2300.425636,3360.112328746478
237,1,1|bld,3.4700000000000006,0.999325121,stnwg,2,f,a,6,hybrid,128,79.0,white,m,0,weekday,6am - 12pm,12,653.3911808221,1.0,1,1,3639.610356,3642.068311419943
238,4,2|val,6.09,0.557434309,sedan,1,m,b,4,petrol,106,60.0,red,m,1,weekend,6am - 12pm,12,643.2881368766766,0.0,1,1,2396.054025,4298.361235242877
239,3,1|bld,6.45,0.946148771,suv,3,m,a,4,petrol,149,58.0,gray,s,1,weekday,6am - 12pm,12,640.8228065238475,1.0,1,1,3752.932936,3966.535761636581
240,4,2|val,5.7,0.657498871,suv,2,m,c,4,dissel,124,92.0,white,s,1,weekday,12pm - 6pm,12,642.433396876226,0.0,1,1,2352.415443,3577.824307777404
241,3,1|bld,5.12,0.5241842,ute,3,m,e,3,dissel,180,69.0,gray,m,1,weekday,6pm - 12am,12,662.8167162564563,0.0,1,1,3639.519039,6943.206298472941
242,3,1|bld,5.95,0.823022671,hdtop,4,f,a,5,petrol,280,55.0,black,m,1,weekday,12am - 6 am,12,643.9734241196578,0.0,1,1,5613.283463,6820.326657806003
243,4,2|val,6.98,0.629292647,sedan,4,m,a,2,petrol,119,90.0,white,m,0,weekday,12pm - 6pm,12,645.8349924421486,0.0,1,1,2418.122009,3842.6033110792096
244,4,2|val,5.2,0.535814873,ute,3,m,d,4,petrol,168,57.0,white,m,1,weekday,6am - 12pm,12,636.5299111460827,0.0,1,1,4203.410337,7844.892982281962
245,2,1|bld,6.880000000000001,0.546511382,suv,4,f,c,2,electric,111,83.0,gray,m,1,weekday,6am - 12pm,12,659.4862215633572,0.0,1,1,2385.94906,4365.781095479544
246,2,1|bld,4.9,0.754585979,stnwg,2,f,a,4,petrol,112,74.0,black,m,1,weekday,6am - 12pm,12,650.5721806555251,0.0,1,1,2370.257664,3141.136636465386
247,2,1|bld,4.45,0.63304068,stnwg,3,m,e,4,petrol,106,83.0,white,s,0,weekend,12pm - 6pm,12,643.4487584789008,0.0,1,1,4474.521005,7068.299315298346
248,3,1|bld,6.33,0.4916590215,sedan,3,m,d,5,dissel,141,75.0,gray,m,0,weekend,12pm - 6pm,6,636.0108242585063,1.0,1,1,3486.320337,7090.9312847827
249,4,2|val,6.680000000000001,0.554284337,suv,3,m,c,3,petrol,130,119.0,white,s,0,weekday,6pm - 12am,12,642.4759494429588,0.0,1,1,2138.555042,3858.2274461780435
250,4,2|val,5.44,0.661544095,stnwg,4,f,b,4,petrol,132,55.0,white,s,1,weekday,6am - 12pm,12,663.2607142209591,0.0,1,1,5249.329890999999,7934.96598439141
251,3,1|bld,1.4300000000000006,0.671784157,stnwg,2,m,a,3,petrol,193,98.0,brown,m,1,weekend,6am - 12pm,12,640.8088799099041,0.0,1,1,3987.742447,5936.047174449814
252,2,1|bld,5.59,0.292748503,stnwg,4,f,b,3,petrol,158,87.0,gray,s,1,weekend,12pm - 6pm,12,650.3595817217405,0.0,1,1,2030.052663,6934.4595862886445
253,1,1|bld,6.16,0.99933142633,sedan,1,m,a,3,petrol,102,90.0,gray,m,0,weekend,12pm - 6pm,12,646.3509421942288,1.0,1,1,6780.08336,6784.619377877019
254,1,1|bld,3.390000000000001,0.644312372,stnwg,2,m,e,5,dissel,132,73.0,black,s,1,weekday,6am - 12pm,12,644.1637169089292,0.0,1,1,4642.943864,7206.044871663585
255,1,1|bld,4.75,0.597701848,stnwg,3,f,c,5,dissel,180,84.0,black,m,0,weekday,6am - 12pm,12,640.6464580546647,0.0,1,1,2063.898928,3453.0576321724875
256,3,1|bld,5.91,0.696092238,panvn,3,f,c,1,dissel,71,100.0,black,s,1,weekday,12pm - 6pm,12,638.4197222625457,0.0,1,1,2320.426759,3333.50471722973
257,3,1|bld,2.8000000000000007,0.885193967,stnwg,2,f,a,2,hybrid,149,66.0,green,s,1,weekday,12pm - 6pm,12,646.771073723881,1.0,1,1,3166.63177,3577.330944461803
258,1,1|bld,5.1,0.579244378,suv,2,m,a,4,petrol,177,81.0,white,s,1,weekend,12pm - 6pm,12,657.7259337039641,0.0,1,1,3812.379821,6581.643198960837
259,2,1|bld,6.12,0.336543573,stnwg,4,f,a,4,dissel,118,82.0,blue,s,0,weekend,12pm - 6pm,12,647.9769368243955,0.0,1,1,2357.434094,7004.840630250277
260,2,1|bld,6.21,0.299678109,suv,3,f,c,4,electric,116,70.0,blue,m,1,weekday,6am - 12pm,6,646.0609268291483,0.0,1,1,2321.754992,7747.496137597424
261,3,1|bld,5.78,0.961556669,sedan,2,m,d,6,petrol,120,104.0,white,m,1,weekday,6am - 12pm,12,652.7264469703788,1.0,1,1,3034.318591,3155.631580357746
262,1,1|bld,4.720000000000001,0.683773649,hdtop,3,f,f,2,petrol,239,81.0,black,m,1,weekend,6pm - 12am,12,659.4048454728273,0.0,1,1,4537.88256,6636.527404407186
263,1,1|bld,3.88,0.871833938,stnwg,3,f,c,4,petrol,198,95.0,yellow,s,1,weekday,12pm - 6pm,12,659.5685856507323,1.0,1,1,2417.481,2772.868656094918
264,1,1|bld,5.930000000000001,0.66593892,sedan,1,m,b,6,petrol,159,67.0,yellow,m,1,weekday,6am - 12pm,12,645.6052502081211,0.0,1,1,2365.286265,3551.806620643227
265,2,1|bld,4.28,0.953016819,stnwg,2,m,c,4,petrol,180,116.0,brown,s,1,weekend,6am - 12pm,12,640.0431120970087,1.0,1,1,2775.971125,2912.824904719756
266,2,1|bld,5.2700000000000005,0.981571355,suv,2,m,c,2,petrol,108,123.0,red,s,0,weekday,6pm - 12am,12,641.5192244440016,1.0,1,1,2333.4293,2377.238585981352
267,1,1|bld,6.86,0.640571004,sedan,4,m,c,5,petrol,84,55.0,blue,s,0,weekday,6am - 12pm,12,650.1057978377609,0.0,1,1,2400.030739,3746.7052426868822
268,2,1|bld,5.69,0.65914424,sedan,2,f,a,2,electric,98,68.0,red,s,0,weekday,6am - 12pm,12,647.6439013056952,0.0,1,1,2339.216028,3548.868193098372
269,1,1|bld,6.74,0.577259648,sedan,3,f,c,4,petrol,109,86.0,white,m,0,weekday,6am - 12pm,12,642.159900347191,0.0,1,1,4807.217862,8327.652692606016
270,3,1|bld,6.54,0.785211319,sedan,3,m,a,4,petrol,111,72.0,gray,s,0,weekday,12pm - 6pm,12,657.8663426467313,0.0,1,1,2439.897582,3107.313309119529
271,4,2|val,5.42,0.638417643,suv,1,f,a,3,petrol,182,77.0,brown,m,0,weekday,6am - 12pm,12,645.4196689666431,0.0,1,1,2333.434442,3655.0281270970454
272,2,1|bld,6.71,0.558982365,suv,3,m,e,2,dissel,123,94.0,black,s,1,weekday,6am - 12pm,12,651.020658194812,0.0,1,1,4106.628252,7346.61504392898
273,3,1|bld,7.09,0.904625368,suv,4,f,b,3,electric,165,56.0,gray,m,0,weekday,12pm - 6pm,12,648.2644011449779,1.0,1,1,2713.806591,2999.923158245989
274,4,2|val,5.28,0.806772609,sedan,1,m,c,3,petrol,86,97.0,brown,m,1,weekday,6am - 12pm,12,664.6528888214916,0.0,1,1,2348.8575570000003,2911.4245213548147
275,3,1|bld,6.0,0.65402787,suv,2,m,c,2,hybrid,184,87.0,white,m,1,weekend,6am - 12pm,12,653.1680051274691,0.0,1,1,4583.947113,7008.794767415646
276,4,2|val,5.550000000000001,0.701289437,suv,1,m,c,3,petrol,150,70.0,blue,m,1,weekend,6am - 12pm,12,642.2992791121831,0.0,1,1,5377.649758,7668.231509381767
277,4,2|val,6.86,0.278144325,stnwg,4,m,a,4,petrol,187,107.0,white,s,0,weekday,6am - 12pm,12,665.7690363824357,0.0,1,1,2024.302243,7277.8843968864
278,2,1|bld,6.12,0.712107611,ute,3,f,c,1,petrol,159,98.0,gray,m,0,weekday,6am - 12pm,12,647.7076613542787,0.0,1,1,2289.051719,3214.474446896482
279,2,1|bld,6.680000000000001,0.839701297,suv,4,m,a,3,petrol,193,95.0,red,m,1,weekday,6am - 12pm,12,639.4266246829442,0.0,1,1,2883.671531,3434.16348325588
280,4,2|val,6.12,0.681642482,sedan,2,m,a,2,petrol,85,99.0,white,s,0,weekday,12pm - 6pm,12,671.9706206507434,0.0,1,1,2033.644701,2983.447708589266
281,2,1|bld,6.0,0.731324328,suv,2,f,b,6,petrol,114,61.0,brown,m,0,weekday,12pm - 6pm,12,649.6128096095249,0.0,1,1,5970.4251620000005,8163.854166218849
282,1,1|bld,5.970000000000001,0.2694205655,suv,2,m,c,2,petrol,200,106.0,silver,m,1,weekday,6pm - 12am,6,653.4267721069987,0.0,1,1,2019.369648,7495.232014870076
283,4,2|val,6.48,0.741726108,sedan,2,m,c,4,petrol,120,100.0,gray,s,1,weekday,12pm - 6pm,12,643.6127540533677,0.0,1,1,2416.125302,3257.4359671858815
284,1,1|bld,1.0697000000000008,0.828698443,stnwg,1,f,c,6,hybrid,177,79.0,black,s,1,weekday,6am - 12pm,12,642.1452072542497,0.0,1,1,2110.481606,2546.742574246637
285,1,1|bld,6.21,0.730288121,stnwg,4,m,b,2,dissel,103,90.0,blue,m,1,weekday,12pm - 6pm,12,656.9065923092298,0.0,1,1,2388.202661,3270.219783569504
286,4,2|val,5.880000000000001,0.292397439,sedan,2,m,a,3,petrol,149,106.0,silver,m,1,weekday,12pm - 6pm,12,637.8119835566979,0.0,1,1,2075.65596,7098.748768452791
287,2,1|bld,7.2,0.681415583,sedan,4,f,b,5,petrol,112,95.0,silver,s,0,weekday,12am - 6 am,12,640.5948344748546,0.0,1,1,4883.137429,7166.166361358367
288,1,1|bld,5.96,0.626278072,stnwg,2,m,b,3,hybrid,131,103.0,yellow,s,1,weekday,6am - 12pm,12,643.424729657996,0.0,1,1,2112.9036060000003,3373.746743603056
289,1,1|bld,6.33,0.898115028,stnwg,4,f,b,4,petrol,160,65.0,white,s,0,weekday,6pm - 12am,12,656.5165391194774,1.0,1,1,6686.278678999999,7444.791001760188
290,1,1|bld,6.3500000000000005,0.588886908,suv,3,f,c,3,petrol,167,63.0,black,s,1,weekday,12pm - 6pm,12,642.3298188393896,0.0,1,1,2318.382586,3936.889332238305
291,2,1|bld,6.390000000000001,0.707388157,stnwg,4,m,c,3,petrol,169,106.0,white,m,0,weekday,6am - 12pm,12,639.8206162070506,0.0,1,1,2339.278496,3306.9234660653215
292,3,1|bld,5.630000000000001,0.610933708,sedan,2,m,c,2,petrol,73,61.0,gray,s,1,weekday,12am - 6 am,12,641.1250450632631,0.0,1,1,2090.47053,3421.7632823756385
293,4,2|val,6.19,0.78501758,panvn,3,m,b,4,petrol,91,55.0,yellow,m,0,weekday,12pm - 6pm,12,650.4047115062807,0.0,1,1,5451.857803000001,6944.886257196942
